run,epoch,train_loss,val_acc,lr,dropout,conv_filters,fc_neurons,batchnorm
1,1,2.0834132686990205,35.333333333333336,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,2,1.728330313182268,33.77777777777778,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,3,1.6301143286658115,42.22222222222222,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,4,1.5215672782210052,48.666666666666664,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,5,1.4610804925199414,45.111111111111114,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,6,1.3433362323729718,52.0,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,7,1.3232880635339705,55.55555555555556,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,8,1.3494048919834074,54.22222222222222,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,9,1.2681010160289827,56.22222222222222,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
1,10,1.205261483544209,56.44444444444444,0.005058216921893131,0.36534201099633756,"(16, 32, 64)",256,False
2,1,2.7335675524883585,23.77777777777778,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,2,2.0814467277683195,23.333333333333332,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,3,1.9884790357996205,29.333333333333332,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,4,1.8988763875648624,31.77777777777778,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,5,1.8625269659229966,34.22222222222222,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,6,1.7578711646502134,39.77777777777778,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,7,1.6896482569272402,36.666666666666664,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,8,1.6072802543640137,39.55555555555556,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,9,1.6276691819800706,41.77777777777778,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
2,10,1.5523162708907832,44.0,0.00615255117556673,0.4820356625968427,"(32, 64, 128)",128,False
3,1,2.1648430433429655,27.333333333333332,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,2,1.7019012756034977,37.55555555555556,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,3,1.52482641915806,42.44444444444444,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,4,1.4783821145042044,48.22222222222222,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,5,1.421762444933907,44.44444444444444,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,6,1.3554980246747126,49.333333333333336,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,7,1.2548463940620422,52.22222222222222,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,8,1.1566219056238893,52.44444444444444,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,9,1.1145968622848637,51.333333333333336,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
3,10,1.0752086746888083,56.0,0.004265093723896187,0.1731477681214571,"(32, 64, 128)",256,False
4,1,2.528479843843179,47.111111111111114,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,2,1.656686272777495,49.77777777777778,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,3,1.4778535893706024,54.888888888888886,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,4,1.3541785341794375,51.55555555555556,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,5,1.2828863253358935,60.0,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,6,1.2255593098577906,61.77777777777778,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,7,1.1970218869506335,62.22222222222222,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,8,1.1560995422425817,63.111111111111114,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,9,1.1067903686742313,66.22222222222223,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
4,10,1.0757089100900243,64.88888888888889,0.0003496762866002315,0.2542861959037257,"(32, 64, 128)",256,True
5,1,1.9168568028778326,45.77777777777778,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,2,1.6293199355485009,50.44444444444444,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,3,1.469089017539728,54.888888888888886,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,4,1.3458058462768305,56.44444444444444,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,5,1.2952051788079935,57.77777777777778,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,6,1.2265714817359799,57.111111111111114,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,7,1.2302547644396298,58.22222222222222,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,8,1.144667015701044,61.111111111111114,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,9,1.1481202791948788,62.666666666666664,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
5,10,1.0965670669665102,64.66666666666667,0.0001683112373541677,0.378467949409518,"(16, 32, 64)",128,True
6,1,1.9240216329449513,40.888888888888886,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,2,1.5399873960213584,47.111111111111114,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,3,1.3618456379311983,52.666666666666664,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,4,1.2158859577335295,60.0,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,5,1.1396207809448242,62.666666666666664,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,6,1.0820617118819815,59.77777777777778,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,7,0.9926947384584145,67.77777777777777,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,8,0.9879731829049158,65.77777777777777,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,9,0.9600813007745587,66.44444444444444,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
6,10,0.876295547504894,67.77777777777777,0.0006792903315675473,0.3363001211961354,"(32, 64, 128)",128,False
7,1,1.938367636477361,27.11111111111111,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,2,1.6457913723148283,50.0,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,3,1.4707065547098879,50.0,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,4,1.3074962985320169,50.888888888888886,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,5,1.2332486148740425,53.111111111111114,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,6,1.1341900903670514,58.666666666666664,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,7,1.1345383778947298,60.888888888888886,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,8,1.0508865362308064,59.333333333333336,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,9,1.0386698060348385,63.111111111111114,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
7,10,0.9519702411088787,60.44444444444444,0.003616834104560202,0.3445433677101619,"(16, 32, 64)",256,False
8,1,2.043900587519661,37.55555555555556,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,2,1.7761214033502046,42.888888888888886,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,3,1.657738281078026,46.22222222222222,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,4,1.5335208998351801,45.333333333333336,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,5,1.478211199650999,47.111111111111114,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,6,1.4332195676741053,46.666666666666664,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,7,1.396744294244735,51.77777777777778,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,8,1.3186785217191352,51.77777777777778,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,9,1.3045352003613457,54.666666666666664,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
8,10,1.266607217124251,54.888888888888886,0.00016821896584491022,0.2645137054940697,"(16, 32, 64)",128,False
9,1,3.295099467527671,30.666666666666668,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,2,1.825491651159818,42.888888888888886,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,3,1.5941871346020309,42.0,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,4,1.4623718300803763,54.22222222222222,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,5,1.390453104112969,52.0,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,6,1.35922851523415,53.111111111111114,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,7,1.2858292919690493,38.0,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,8,1.2342723412591903,60.0,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,9,1.1722157802738127,55.77777777777778,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
9,10,1.1578134259239572,53.111111111111114,0.0020414894397855414,0.10494408519437362,"(16, 32, 64)",256,True
10,1,2.0453311322165315,36.666666666666664,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,2,1.6103859631741633,40.888888888888886,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,3,1.3928459736167407,50.22222222222222,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,4,1.2633798415543602,52.0,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,5,1.1352078494478444,58.22222222222222,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,6,1.0619925280086329,60.666666666666664,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,7,1.045599750808028,62.0,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,8,1.0296331350920631,60.44444444444444,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,9,0.9154900136541148,63.55555555555556,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
10,10,0.8782019439290781,64.0,0.0007339995847461361,0.39066078736954035,"(32, 64, 128)",256,False
